time,voltage,current,power
56.901,0.290,0.4960,0.143
57.171,0.290,0.4960,0.143
57.451,0.290,0.4960,0.143
57.711,0.290,0.4960,0.143
57.991,0.290,0.4960,0.143
58.271,0.290,0.4960,0.143
58.545,0.290,0.4960,0.143
58.805,0.290,0.4960,0.143
59.085,0.290,0.4960,0.143
59.355,0.290,0.4960,0.143
59.635,0.290,0.4960,0.143
59.915,0.290,0.4960,0.143
60.202,0.290,0.4960,0.143
60.472,0.290,0.4960,0.143
60.742,0.290,0.4960,0.143
61.022,0.290,0.4960,0.143
61.282,0.290,0.4960,0.143
61.562,0.290,0.4960,0.143
61.836,0.290,0.4960,0.143
62.106,0.290,0.4960,0.143
62.376,0.290,0.4960,0.143
62.646,0.290,0.4960,0.143
62.916,0.290,0.4960,0.143
63.196,0.290,0.4960,0.143
63.449,0.290,0.4960,0.143
63.720,0.290,0.4960,0.143
63.990,0.290,0.4960,0.143
64.271,0.290,0.4960,0.143
64.541,0.290,0.4960,0.143
64.811,0.290,0.4960,0.143
65.111,0.290,0.4960,0.143
65.391,0.290,0.4960,0.143
65.654,0.290,0.4960,0.143
65.969,0.290,0.4960,0.143
66.239,0.290,0.4960,0.143
66.519,0.290,0.4960,0.143
66.789,0.290,0.4960,0.143
67.059,0.290,0.4960,0.143
67.329,0.290,0.4960,0.143
67.599,0.290,0.4960,0.143
67.879,0.290,0.4960,0.143
68.152,0.290,0.4960,0.143
68.417,0.290,0.4960,0.143
68.689,0.290,0.4960,0.143
68.959,0.290,0.4960,0.143
69.228,0.290,0.4960,0.143
69.518,0.290,0.4960,0.143
69.789,0.290,0.4960,0.143
70.049,0.290,0.4960,0.143
70.329,0.290,0.4960,0.143
70.592,0.290,0.4960,0.143
70.882,0.290,0.4960,0.143
71.152,0.290,0.4960,0.143
71.422,0.290,0.4960,0.143
71.702,0.290,0.4960,0.143
71.962,0.290,0.4960,0.143
72.252,0.290,0.4960,0.143
72.532,0.290,0.4960,0.143
72.832,0.290,0.4960,0.143
73.102,0.290,0.4960,0.143
73.376,0.290,0.4960,0.143
73.649,0.290,0.4960,0.143
73.939,0.290,0.4960,0.143
74.199,0.290,0.4960,0.143
74.479,0.290,0.4960,0.143
74.739,0.290,0.4960,0.143
75.019,0.290,0.4960,0.143
75.289,0.290,0.4960,0.143
75.572,0.290,0.4960,0.143
75.842,0.290,0.4960,0.143
76.122,0.290,0.4960,0.143
76.402,0.290,0.4960,0.143
76.672,0.290,0.4960,0.143
76.952,0.290,0.4960,0.143
77.222,0.290,0.4960,0.143
77.522,0.290,0.4960,0.143
77.792,0.290,0.4960,0.143
78.072,0.290,0.4960,0.143
78.344,0.290,0.4960,0.143
78.618,0.290,0.4960,0.143
78.892,0.290,0.4960,0.143
79.183,0.290,0.4960,0.143
79.446,0.290,0.4960,0.143
79.727,0.290,0.4960,0.143
79.997,0.290,0.4960,0.143
80.277,0.290,0.4960,0.143
80.547,0.290,0.4960,0.143
80.821,0.290,0.4960,0.143
81.133,0.290,0.4960,0.143
81.393,0.290,0.4960,0.143
81.663,0.290,0.4960,0.143
81.953,0.290,0.4960,0.143
82.215,0.290,0.4960,0.143
82.486,0.290,0.4960,0.143
82.756,0.290,0.4960,0.143
83.026,0.290,0.4960,0.143
83.296,0.290,0.4960,0.143
83.580,0.290,0.4960,0.143
83.860,0.290,0.4960,0.143
84.120,0.290,0.4960,0.143
84.389,0.290,0.4960,0.143
84.665,0.290,0.4960,0.143
84.957,0.290,0.4960,0.143
85.229,0.290,0.4960,0.143
85.509,0.290,0.4960,0.143
85.770,0.290,0.4960,0.143
86.039,0.290,0.4960,0.143
86.309,0.290,0.4960,0.143
86.589,0.290,0.4960,0.143
86.869,0.290,0.4960,0.143
87.133,0.290,0.4960,0.143
87.403,0.290,0.4960,0.143
87.673,0.290,0.4960,0.143
87.983,0.290,0.4960,0.143
88.253,0.290,0.4960,0.143
88.523,0.290,0.4960,0.143
88.803,0.290,0.4960,0.143
89.069,0.290,0.4960,0.143
89.339,0.290,0.4960,0.143
89.619,0.290,0.4960,0.143
89.891,0.290,0.4960,0.143
90.163,0.290,0.4960,0.143
90.443,0.290,0.4960,0.143
90.733,0.290,0.4960,0.143
90.993,0.290,0.4960,0.143
91.263,0.290,0.4960,0.143
91.552,0.290,0.4960,0.143
91.816,0.290,0.4960,0.143
92.093,0.290,0.4960,0.143
92.354,0.290,0.4960,0.143
92.624,0.290,0.4960,0.143
92.904,0.290,0.4960,0.143
93.184,0.290,0.4960,0.143
93.454,0.290,0.4960,0.143
93.754,0.290,0.4960,0.143
94.037,0.290,0.4960,0.143
94.317,0.290,0.4960,0.143
94.587,0.290,0.4960,0.143
94.851,0.290,0.4960,0.143
95.123,0.290,0.4960,0.143
95.394,0.290,0.4960,0.143
95.674,0.290,0.4960,0.143
95.944,0.290,0.4960,0.143
96.214,0.290,0.4960,0.143
96.504,0.290,0.4960,0.143
96.774,0.290,0.4960,0.143
97.047,0.290,0.4960,0.143
97.327,0.290,0.4960,0.143
97.597,0.290,0.4960,0.143
97.877,0.290,0.4960,0.143
98.147,0.290,0.4960,0.143
98.451,0.290,0.4960,0.143
98.733,0.290,0.4960,0.143
99.003,0.290,0.4960,0.143
99.273,0.290,0.4960,0.143
99.543,0.290,0.4960,0.143
99.818,0.290,0.4960,0.143
100.094,0.290,0.4960,0.143
100.364,0.290,0.4960,0.143
100.637,0.290,0.4960,0.143
100.902,0.290,0.4960,0.143
101.192,0.290,0.4960,0.143
101.482,0.290,0.4960,0.143
101.752,0.290,0.4960,0.143
102.056,0.290,0.4960,0.143
102.335,0.290,0.4960,0.143
102.606,0.290,0.4960,0.143
102.886,0.290,0.4960,0.143
103.146,0.290,0.4960,0.143
103.416,0.290,0.4960,0.143
103.696,0.290,0.4960,0.143
103.985,0.290,0.4960,0.143
104.255,0.290,0.4960,0.143
104.536,0.290,0.4960,0.143
104.805,0.290,0.4960,0.143
105.086,0.290,0.4960,0.143
105.356,0.290,0.4960,0.143
105.666,0.290,0.4960,0.143
105.936,0.290,0.4960,0.143
106.215,0.290,0.4960,0.143
106.486,0.290,0.4960,0.143
106.776,0.290,0.4960,0.143
107.046,0.290,0.4960,0.143
107.326,0.290,0.4960,0.143
107.595,0.290,0.4960,0.143
107.856,0.290,0.4960,0.143
108.136,0.290,0.4960,0.143
108.406,0.290,0.4960,0.143
108.685,0.290,0.4960,0.143
108.966,0.290,0.4960,0.143
109.275,0.290,0.4960,0.143
109.545,0.290,0.4960,0.143
109.816,0.290,0.4960,0.143
110.096,0.290,0.4960,0.143
110.366,0.290,0.4960,0.143
110.636,0.290,0.4960,0.143
110.916,0.290,0.4960,0.143
111.186,0.290,0.4960,0.143
111.461,0.290,0.4960,0.143
111.727,0.290,0.4960,0.143
111.991,0.290,0.4960,0.143
112.264,0.290,0.4960,0.143
112.529,0.290,0.4960,0.143
112.899,0.300,0.0000,0.000
113.159,0.300,0.0000,0.000
113.439,0.300,0.0000,0.000
113.714,0.300,0.0000,0.000
113.982,0.300,0.0000,0.000
114.252,0.300,0.0000,0.000
114.517,0.300,0.0000,0.000
114.791,0.300,0.0000,0.000
115.073,0.300,0.0000,0.000
115.553,0.300,0.0000,0.000
115.823,0.300,0.0960,0.028
116.136,0.300,0.0960,0.028
116.505,0.290,0.1970,0.057
116.775,0.290,0.1970,0.057
117.258,0.290,0.2860,0.082
117.542,0.290,0.2970,0.086
118.004,0.290,0.2970,0.086
118.304,0.290,0.3960,0.114
118.577,0.290,0.3960,0.114
118.938,0.290,0.4960,0.143
119.208,0.290,0.4960,0.143
119.478,0.290,0.4960,0.143
119.761,0.290,0.4960,0.143
120.041,0.290,0.4960,0.143
120.321,0.290,0.4960,0.143
120.601,0.290,0.4960,0.143
120.881,0.290,0.4960,0.143
121.191,0.290,0.4960,0.143
121.461,0.290,0.4960,0.143
121.736,0.290,0.4960,0.143
122.008,0.290,0.4960,0.143
122.278,0.290,0.4960,0.143
122.558,0.290,0.4960,0.143
122.847,0.290,0.4960,0.143
123.115,0.290,0.4960,0.143
123.385,0.290,0.4960,0.143
123.657,0.290,0.4960,0.143
123.927,0.290,0.4960,0.143
124.197,0.290,0.4960,0.143
124.480,0.290,0.4960,0.143
124.741,0.290,0.4960,0.143
125.011,0.290,0.4960,0.143
125.281,0.290,0.4960,0.143
125.551,0.290,0.4960,0.143
125.831,0.290,0.4960,0.143
126.101,0.290,0.4960,0.143
126.381,0.290,0.4960,0.143
126.634,0.290,0.4960,0.143
126.904,0.290,0.4960,0.143
127.180,0.290,0.4960,0.143
127.452,0.290,0.4960,0.143
127.731,0.290,0.4960,0.143
128.041,0.290,0.4960,0.143
128.322,0.290,0.4960,0.143
128.595,0.290,0.4960,0.143
2021-01-11 22:27:51
time,voltage,current,power
0.063,0.290,0.4960,0.143
0.354,0.290,0.4960,0.143
0.622,0.290,0.4960,0.143
0.890,0.290,0.4960,0.143
1.171,0.290,0.4960,0.143
1.437,0.290,0.4960,0.143
1.700,0.290,0.4960,0.143
1.967,0.290,0.4960,0.143
2.225,0.290,0.4960,0.143
2021-01-11 22:33:45
time,voltage,current,power
0.062,0.290,0.4960,0.143
0.372,0.290,0.4960,0.143
0.669,0.290,0.4960,0.143
0.937,0.290,0.4960,0.143
1.209,0.290,0.4960,0.143
1.485,0.290,0.4960,0.143
1.747,0.290,0.4960,0.143
2.022,0.290,0.4960,0.143
2.292,0.290,0.4960,0.143
2.566,0.290,0.4960,0.143
2.828,0.290,0.4960,0.143
3.106,0.290,0.4960,0.143
3.371,0.290,0.4960,0.143
3.652,0.290,0.4960,0.143
4.021,0.300,0.0000,0.000
4.281,0.300,0.0000,0.000
4.551,0.300,0.0000,0.000
4.824,0.300,0.0000,0.000
5.094,0.300,0.0000,0.000
5.367,0.300,0.0000,0.000
5.629,0.300,0.0000,0.000
5.899,0.300,0.0000,0.000
6.169,0.300,0.0000,0.000
6.439,0.300,0.0000,0.000
6.923,0.300,0.0260,0.007
7.203,0.300,0.0260,0.007
7.683,0.300,0.0300,0.009
7.953,0.300,0.0550,0.016
8.436,0.300,0.0550,0.016
8.706,0.300,0.0840,0.025
8.985,0.300,0.0840,0.025
9.352,0.300,0.1130,0.033
9.626,0.300,0.1120,0.033
10.122,0.290,0.1300,0.037
10.412,0.290,0.1410,0.040
10.878,0.290,0.1710,0.049
11.148,0.290,0.1710,0.049
11.640,0.290,0.1740,0.050
11.901,0.290,0.1990,0.057
12.384,0.290,0.1990,0.057
12.674,0.290,0.2280,0.066
13.244,0.290,0.2550,0.073
13.514,0.290,0.2580,0.074
14.017,0.290,0.2860,0.082
14.277,0.290,0.2860,0.082
14.746,0.290,0.3160,0.091
15.016,0.290,0.3160,0.091
15.496,0.290,0.3380,0.098
15.761,0.290,0.3440,0.099
16.238,0.290,0.3450,0.100
16.540,0.290,0.3730,0.108
17.022,0.290,0.4030,0.116
17.294,0.290,0.4030,0.116
17.775,0.290,0.4060,0.117
18.035,0.290,0.4310,0.124
18.315,0.290,0.4320,0.125
18.711,0.290,0.4600,0.133
18.983,0.290,0.4600,0.133
19.357,0.290,0.4600,0.133
19.637,0.290,0.4890,0.141
20.204,0.290,0.5150,0.149
20.466,0.290,0.5180,0.150
20.953,0.290,0.5200,0.150
21.235,0.290,0.5470,0.158
21.705,0.290,0.5760,0.167
21.967,0.290,0.5760,0.167
22.252,0.290,0.5760,0.167
22.616,0.290,0.6020,0.174
22.896,0.290,0.6060,0.175
23.404,0.290,0.6350,0.184
23.674,0.280,0.6350,0.177
24.052,0.290,0.6350,0.184
24.342,0.290,0.6640,0.192
24.851,0.290,0.6930,0.200
25.121,0.290,0.6930,0.200
25.598,0.280,0.7150,0.200
25.867,0.280,0.7220,0.202
26.347,0.280,0.7230,0.202
26.650,0.280,0.7510,0.210
27.134,0.280,0.7800,0.218
27.404,0.280,0.7800,0.218
27.880,0.280,0.7830,0.219
28.160,0.280,0.8090,0.226
28.646,0.280,0.8090,0.226
28.919,0.280,0.8380,0.234
29.216,0.280,0.8380,0.234
29.576,0.280,0.8670,0.242
29.896,0.280,0.8670,0.242
30.265,0.280,0.8830,0.247
30.545,0.280,0.8960,0.250
30.841,0.280,0.8960,0.250
31.202,0.280,0.9250,0.259
31.472,0.280,0.9250,0.259
31.970,0.280,0.9540,0.267
32.250,0.280,0.9540,0.267
32.737,0.280,0.9800,0.274
33.007,0.280,0.9830,0.275
33.504,0.280,1.0120,0.283
33.784,0.280,1.0120,0.283
34.160,0.280,1.0120,0.283
34.450,0.280,1.0420,0.291
34.730,0.280,1.0410,0.291
35.093,0.280,1.0700,0.299
35.363,0.280,1.0700,0.299
35.832,0.280,1.0730,0.300
36.112,0.280,1.1000,0.308
36.579,0.280,1.1000,0.308
36.851,0.280,1.1280,0.315
37.425,0.280,1.1530,0.322
37.715,0.280,1.1570,0.323
38.205,0.280,1.1870,0.332
38.475,0.280,1.1870,0.332
38.948,0.280,1.2160,0.340
39.218,0.280,1.2160,0.340
39.701,0.270,1.2260,0.331
40.001,0.270,1.2450,0.336
40.484,0.270,1.2740,0.343
40.758,0.270,1.2740,0.343
41.233,0.270,1.2780,0.345
41.493,0.270,1.3030,0.351
42.080,0.270,1.3320,0.359
42.342,0.270,1.3320,0.359
42.832,0.270,1.3580,0.366
43.112,0.270,1.3610,0.367
43.619,0.270,1.3900,0.375
43.879,0.270,1.3900,0.375
44.358,0.270,1.4190,0.383
44.628,0.270,1.4190,0.383
45.015,0.270,1.4190,0.383
45.275,0.270,1.4480,0.390
45.655,0.270,1.4480,0.390
45.925,0.270,1.4480,0.390
46.199,0.270,1.4480,0.390
46.504,0.270,1.4480,0.390
46.772,0.270,1.4480,0.390
47.041,0.270,1.4480,0.390
47.323,0.270,1.4480,0.390
47.588,0.270,1.4480,0.390
47.857,0.270,1.4480,0.390
48.127,0.270,1.4480,0.390
48.404,0.270,1.4480,0.390
48.670,0.270,1.4480,0.390
48.935,0.270,1.4480,0.390
49.215,0.270,1.4480,0.390
49.485,0.270,1.4480,0.390
49.765,0.270,1.4480,0.390
50.045,0.270,1.4480,0.390
50.315,0.270,1.4480,0.390
50.575,0.270,1.4480,0.390
50.865,0.270,1.4480,0.390
51.125,0.270,1.4480,0.390
51.405,0.270,1.4480,0.390
2021-01-11 22:47:47
time,voltage,current,power
0.088,0.100,0.0850,0.008
0.381,0.100,0.0850,0.008
0.647,0.100,0.0850,0.008
0.914,0.100,0.0850,0.008
1.180,0.100,0.0850,0.008
1.448,0.100,0.0850,0.008
1.715,0.100,0.0850,0.008
1.983,0.100,0.0850,0.008
2.246,0.100,0.0850,0.008
2.520,0.100,0.0850,0.008
2.790,0.100,0.0850,0.008
3.072,0.100,0.0850,0.008
3.342,0.100,0.0850,0.008
3.609,0.100,0.0850,0.008
3.878,0.100,0.0850,0.008
2021-01-11 22:48:21
time,voltage,current,power
0.060,0.100,0.0850,0.008
0.370,0.100,0.0850,0.008
0.644,0.100,0.0850,0.008
0.911,0.100,0.0850,0.008
1.190,0.100,0.0850,0.008
1.461,0.100,0.0850,0.008
1.735,0.100,0.0850,0.008
2.002,0.100,0.0850,0.008
2.271,0.100,0.0850,0.008
2021-01-11 22:49:12
time,voltage,current,power
0.060,0.100,0.0850,0.008
0.365,0.100,0.0850,0.008
0.665,0.100,0.0850,0.008
0.925,0.100,0.0850,0.008
1.195,0.100,0.0850,0.008
1.483,0.100,0.0850,0.008
1.743,0.100,0.0850,0.008
2.016,0.100,0.0850,0.008
2.287,0.100,0.0850,0.008
2.567,0.100,0.0850,0.008
2.831,0.100,0.0850,0.008
3.099,0.100,0.0850,0.008
3.365,0.100,0.0850,0.008
3.633,0.100,0.0850,0.008
3.912,0.100,0.0850,0.008
4.180,0.100,0.0850,0.008
4.442,0.100,0.0850,0.008
4.722,0.100,0.0850,0.008
2021-01-11 22:54:21
time,voltage,current,power
0.058,0.100,0.0860,0.008
0.362,0.100,0.0860,0.008
0.627,0.100,0.0860,0.008
0.894,0.100,0.0860,0.008
1.161,0.100,0.0860,0.008
1.446,0.100,0.0860,0.008
1.709,0.100,0.0860,0.008
1.974,0.100,0.0860,0.008
2.241,0.100,0.0860,0.008
2.529,0.100,0.0860,0.008
2.792,0.100,0.0860,0.008
3.061,0.100,0.0860,0.008
3.346,0.100,0.0860,0.008
3.615,0.100,0.0860,0.008
3.881,0.100,0.0860,0.008
4.149,0.100,0.0860,0.008
4.428,0.100,0.0860,0.008
4.694,0.100,0.0860,0.008
4.969,0.100,0.0860,0.008
5.236,0.100,0.0860,0.008
5.512,0.100,0.0860,0.008
5.776,0.100,0.0860,0.008
6.040,0.100,0.0860,0.008
6.315,0.100,0.0860,0.008
6.594,0.100,0.0860,0.008
6.861,0.100,0.0860,0.008
7.124,0.100,0.0860,0.008
7.387,0.100,0.0860,0.008
7.652,0.100,0.0860,0.008
7.941,0.100,0.0860,0.008
8.216,0.100,0.0860,0.008
8.492,0.100,0.0860,0.008
8.759,0.100,0.0860,0.008
9.027,0.100,0.0860,0.008
9.289,0.100,0.0860,0.008
9.564,0.100,0.0860,0.008
9.841,0.100,0.0860,0.008
10.107,0.100,0.0860,0.008
10.376,0.100,0.0860,0.008
10.643,0.100,0.0860,0.008
10.910,0.100,0.0860,0.008
11.189,0.100,0.0860,0.008
11.460,0.100,0.0860,0.008
11.721,0.100,0.0860,0.008
11.988,0.100,0.0860,0.008
12.271,0.100,0.0860,0.008
12.537,0.100,0.0860,0.008
12.802,0.100,0.0860,0.008
13.064,0.100,0.0860,0.008
13.425,0.100,0.0860,0.008
13.714,0.100,0.0000,0.000
13.979,0.100,0.0000,0.000
14.246,0.100,0.0000,0.000
14.514,0.100,0.0000,0.000
14.795,0.100,0.0000,0.000
15.063,0.100,0.0000,0.000
15.329,0.100,0.0000,0.000
15.596,0.100,0.0000,0.000
15.878,0.100,0.0000,0.000
16.348,0.100,0.0230,0.002
16.622,0.100,0.0230,0.002
17.091,0.100,0.0480,0.004
17.362,0.100,0.0480,0.004
17.831,0.100,0.0520,0.005
18.101,0.100,0.0730,0.007
18.581,0.100,0.0730,0.007
18.849,0.100,0.0980,0.009
19.130,0.100,0.0980,0.009
19.495,0.100,0.1230,0.012
19.756,0.100,0.1230,0.012
20.222,0.100,0.1480,0.014
20.490,0.100,0.1480,0.014
20.958,0.090,0.1550,0.013
21.223,0.090,0.1730,0.015
21.689,0.100,0.1730,0.017
21.956,0.090,0.1980,0.017
22.247,0.090,0.1980,0.017
22.609,0.090,0.2230,0.020
22.876,0.090,0.2230,0.020
23.342,0.090,0.2450,0.022
23.607,0.090,0.2480,0.022
24.076,0.090,0.2480,0.022
24.353,0.090,0.2730,0.024
24.920,0.090,0.2980,0.026
25.186,0.090,0.2980,0.026
25.654,0.090,0.3220,0.028
25.921,0.090,0.3220,0.028
26.389,0.090,0.3290,0.029
26.655,0.090,0.3480,0.031
27.128,0.090,0.3480,0.031
27.427,0.090,0.3730,0.033
27.704,0.090,0.3730,0.033
28.070,0.090,0.3980,0.035
28.344,0.090,0.3980,0.035
28.821,0.090,0.3980,0.035
29.090,0.090,0.4230,0.038
29.369,0.090,0.4230,0.038
29.733,0.090,0.4480,0.040
30.002,0.090,0.4480,0.040
30.471,0.090,0.4520,0.040
30.733,0.090,0.4720,0.042
31.038,0.090,0.4720,0.042
31.300,0.090,0.4720,0.042
31.568,0.090,0.4980,0.044
32.133,0.090,0.5230,0.047
32.405,0.090,0.5230,0.047
32.884,0.090,0.5480,0.049
33.150,0.090,0.5480,0.049
33.619,0.090,0.5580,0.050
33.886,0.090,0.5720,0.051
34.356,0.090,0.5720,0.051
34.646,0.090,0.5990,0.053
34.923,0.090,0.5990,0.053
35.285,0.090,0.6240,0.056
35.563,0.090,0.6240,0.056
36.039,0.090,0.6240,0.056
36.308,0.090,0.6480,0.058
36.774,0.090,0.6480,0.058
37.038,0.090,0.6730,0.060
37.305,0.090,0.6730,0.060
37.667,0.090,0.6980,0.062
37.940,0.090,0.6980,0.062
38.410,0.080,0.7020,0.056
38.682,0.080,0.7230,0.057
39.160,0.080,0.7230,0.057
39.437,0.080,0.7480,0.059
40.002,0.080,0.7710,0.061
40.277,0.080,0.7740,0.061
40.744,0.080,0.7740,0.061
41.012,0.080,0.7980,0.063
41.504,0.080,0.8230,0.065
41.779,0.080,0.8240,0.065
42.249,0.080,0.8470,0.067
42.517,0.080,0.8490,0.067
42.985,0.080,0.8490,0.067
43.254,0.080,0.8730,0.069
43.726,0.080,0.8730,0.069
44.030,0.080,0.8990,0.071
44.306,0.080,0.8990,0.071
44.668,0.080,0.9230,0.073
44.937,0.080,0.9230,0.073
45.415,0.080,0.9230,0.073
45.691,0.080,0.9480,0.075
46.194,0.080,0.9730,0.077
46.461,0.080,0.9730,0.077
46.927,0.080,0.9990,0.079
47.196,0.080,0.9990,0.079
47.668,0.080,1.0050,0.080
47.942,0.080,1.0230,0.081
48.217,0.080,1.0230,0.081
48.581,0.080,1.0480,0.083
48.854,0.080,1.0480,0.083
49.317,0.080,1.0740,0.085
49.582,0.080,1.0730,0.085
50.047,0.080,1.0960,0.087
50.322,0.080,1.0990,0.087
50.608,0.080,1.0990,0.087
50.984,0.080,1.1230,0.089
51.251,0.080,1.1230,0.089
51.719,0.080,1.1490,0.091
51.985,0.080,1.1490,0.091
52.455,0.080,1.1520,0.092
52.718,0.080,1.1740,0.093
53.284,0.080,1.1990,0.095
53.551,0.080,1.1990,0.095
54.019,0.080,1.2240,0.097
54.287,0.080,1.2240,0.097
54.859,0.070,1.2500,0.087
55.133,0.080,1.2490,0.099
55.402,0.080,1.2500,0.100
55.676,0.080,1.2500,0.100
55.944,0.080,1.2500,0.100
56.213,0.070,1.2490,0.087
56.478,0.080,1.2500,0.100
56.740,0.080,1.2500,0.100
57.025,0.080,1.2500,0.100
57.300,0.080,1.2490,0.099
57.564,0.080,1.2490,0.099
2021-01-11 22:56:24
time,voltage,current,power
0.059,0.070,1.2500,0.087
0.338,0.080,1.2500,0.100
0.606,0.070,1.2500,0.087
0.869,0.080,1.2500,0.100
1.135,0.080,1.2500,0.100
1.411,0.070,1.2490,0.087
1.692,0.070,1.2490,0.087
1.969,0.080,1.2500,0.100
2.238,0.080,1.2500,0.100
2.506,0.080,1.2500,0.100
2.782,0.080,1.2500,0.100
3.044,0.080,1.2490,0.099
3.306,0.080,1.2500,0.100
3.569,0.080,1.2500,0.100
2021-01-11 22:58:05
time,voltage,current,power
0.060,0.080,1.2500,0.100
0.364,0.080,1.2500,0.100
0.635,0.080,1.2500,0.100
0.896,0.080,1.2500,0.100
1.161,0.080,1.2500,0.100
1.447,0.080,1.2500,0.100
1.708,0.080,1.2500,0.100
1.982,0.080,1.2500,0.100
2.243,0.080,1.2500,0.100
2.529,0.080,1.2500,0.100
2.793,0.080,1.2500,0.100
3.053,0.070,1.2490,0.087
3.315,0.070,1.2500,0.087
3.602,0.080,1.2500,0.100
3.876,0.080,1.2500,0.100
4.138,0.080,1.2500,0.100
4.407,0.080,1.2500,0.100
4.694,0.080,1.2500,0.100
4.969,0.080,1.2490,0.099
5.247,0.080,1.2490,0.099
5.514,0.080,1.2500,0.100
5.782,0.080,1.2500,0.100
6.046,0.080,1.2490,0.099
6.313,0.070,1.2500,0.087
6.576,0.070,1.2500,0.087
6.860,0.080,1.2500,0.100
7.122,0.080,1.2500,0.100
7.388,0.080,1.2500,0.100
7.651,0.080,1.2500,0.100
7.941,0.080,1.2500,0.100
8.209,0.080,1.2500,0.100
8.476,0.080,1.2500,0.100
8.742,0.080,1.2500,0.100
9.024,0.080,1.2490,0.099
9.288,0.070,1.2500,0.087
9.554,0.070,1.2500,0.087
9.819,0.070,1.2500,0.087
10.107,0.080,1.2500,0.100
10.374,0.080,1.2500,0.100
10.641,0.080,1.2500,0.100
10.909,0.080,1.2500,0.100
11.189,0.080,1.2500,0.100
11.451,0.070,1.2500,0.087
11.712,0.080,1.2500,0.100
11.976,0.080,1.2500,0.100
12.271,0.070,1.2500,0.087
12.535,0.070,1.2490,0.087
12.798,0.070,1.2500,0.087
13.062,0.070,1.2500,0.087
13.353,0.070,1.2490,0.087
13.616,0.080,1.2490,0.099
13.878,0.080,1.2500,0.100
14.141,0.080,1.2500,0.100
14.438,0.080,1.2500,0.100
14.706,0.070,1.2500,0.087
14.980,0.080,1.2500,0.100
15.254,0.080,1.2500,0.100
15.519,0.080,1.2500,0.100
15.781,0.070,1.2500,0.087
16.044,0.080,1.2500,0.100
16.317,0.080,1.2500,0.100
16.603,0.080,1.2500,0.100
16.878,0.080,1.2500,0.100
17.143,0.080,1.2500,0.100
17.418,0.080,1.2500,0.100
17.691,0.080,1.2500,0.100
17.959,0.070,1.2500,0.087
18.227,0.080,1.2500,0.100
18.502,0.080,1.2500,0.100
18.769,0.080,1.2500,0.100
19.032,0.080,1.2490,0.099
19.301,0.080,1.2500,0.100
19.584,0.080,1.2500,0.100
19.851,0.070,1.2500,0.087
20.122,0.070,1.2500,0.087
20.395,0.070,1.2490,0.087
20.666,0.080,1.2500,0.100
20.933,0.080,1.2500,0.100
21.201,0.080,1.2500,0.100
21.470,0.070,1.2500,0.087
21.749,0.080,1.2500,0.100
22.014,0.080,1.2500,0.100
22.282,0.080,1.2500,0.100
22.558,0.080,1.2500,0.100
22.834,0.080,1.2500,0.100
23.101,0.080,1.2500,0.100
23.371,0.080,1.2490,0.099
23.640,0.080,1.2500,0.100
23.914,0.080,1.2500,0.100
24.180,0.080,1.2500,0.100
24.443,0.080,1.2500,0.100
24.712,0.080,1.2500,0.100
24.976,0.070,1.2500,0.087
25.263,0.080,1.2500,0.100
25.533,0.080,1.2500,0.100
25.799,0.070,1.2500,0.087
26.080,0.070,1.2500,0.087
26.346,0.070,1.2500,0.087
26.613,0.080,1.2500,0.100
26.882,0.080,1.2500,0.100
27.162,0.080,1.2500,0.100
27.429,0.080,1.2490,0.099
27.704,0.070,1.2500,0.087
27.972,0.080,1.2490,0.099
28.245,0.070,1.2500,0.087
28.514,0.080,1.2500,0.100
28.792,0.080,1.2500,0.100
29.054,0.080,1.2500,0.100
29.326,0.080,1.2500,0.100
29.592,0.080,1.2500,0.100
29.854,0.080,1.2500,0.100
30.118,0.080,1.2500,0.100
30.394,0.080,1.2500,0.100
30.675,0.080,1.2500,0.100
30.939,0.080,1.2500,0.100
31.213,0.080,1.2500,0.100
31.477,0.080,1.2500,0.100
31.758,0.080,1.2500,0.100
32.025,0.070,1.2500,0.087
32.293,0.080,1.2490,0.099
32.556,0.070,1.2500,0.087
32.842,0.080,1.2500,0.100
33.110,0.070,1.2500,0.087
33.379,0.080,1.2500,0.100
33.657,0.070,1.2500,0.087
33.926,0.080,1.2500,0.100
34.188,0.080,1.2500,0.100
34.456,0.080,1.2500,0.100
34.724,0.070,1.2500,0.087
35.005,0.080,1.2500,0.100
35.269,0.080,1.2500,0.100
35.542,0.080,1.2500,0.100
35.808,0.080,1.2500,0.100
36.088,0.070,1.2500,0.087
36.357,0.080,1.2500,0.100
36.633,0.080,1.2500,0.100
36.904,0.080,1.2500,0.100
37.182,0.080,1.2490,0.099
37.453,0.080,1.2490,0.099
37.714,0.080,1.2500,0.100
37.991,0.080,1.2500,0.100
38.259,0.080,1.2500,0.100
38.521,0.070,1.2490,0.087
38.794,0.070,1.2500,0.087
39.070,0.080,1.2490,0.099
39.338,0.080,1.2500,0.100
39.600,0.080,1.2490,0.099
39.870,0.080,1.2500,0.100
40.132,0.080,1.2500,0.100
40.418,0.080,1.2500,0.100
40.694,0.080,1.2500,0.100
40.956,0.080,1.2500,0.100
41.236,0.080,1.2500,0.100
41.504,0.080,1.2500,0.100
41.766,0.080,1.2500,0.100
42.028,0.080,1.2490,0.099
42.303,0.070,1.2500,0.087
42.583,0.080,1.2500,0.100
42.848,0.070,1.2500,0.087
